"Symbol","StkShortName","IPODate","Ownership","DelistedDate","Board","IndustryNameB","IndustryCodeB","IndustryNameA","IndustryCodeA","RegisterCapital","BusinessScope"
"003022","联泓新科","2020-12-08","私营企业","","中小板","化学原料及化学制品制造业","C26","工业","0005","1027360000","先进高分子材料(具体为:乙烯-乙酸乙烯共聚物、聚丙烯、聚乙烯)、特种化学品(具体为:聚醚、减水剂母液(不含危险化学品)、表面活性剂及其延伸品)、环氧乙烷、乙烯、丙烯、丙烷、混合碳四、混合碳五、液氧、液氮、液氩、乙二醇、重醇、石膏的研发、生产制造和销售;储罐租赁;经营本企业生产所需的相关设备的销售和进出口业务以及投资、投资管理、资产管理、化工技术推广服务。(依法须经批准的项目,经有关部门批准后方可开展经营活动)"
"003023","彩虹集团","2020-12-11","私营企业","","中小板","电气机械及器材制造业","C38","工业","0005","81032000","从事电热毯、取暖器具等家用电器产品、电热蚊香片、电热蚊香液、杀虫气雾剂、杀虫器具等系列家庭杀虫卫生产品的研制、生产、销售和进出口业务;普通货物道路运输。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"003025","思进智能","2020-12-11","私营企业","","中小板","通用设备制造业","C34","工业","0005","80390000","冷成形设备及配件的研发、制造、销售、维修;压铸设备及配件的研发、制造、销售、维修;机械配件的加工及销售;自营或代理各类商品和技术的进出口业务,但国家禁止或限定经营的商品和技术除外。"
"003026","中晶科技","","私营企业","","中小板","","","","","74813000","晶体硅、电子元器件制造、销售,晶体硅及其制品、电子元器件及新型节能材料的开发、技术咨询及技术转让,电气机械设备设计及销售;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003027","同兴环保","","私营企业","","中小板","","","","","65000000","环保科技研发;除尘、脱硫、脱硝、污水处理、节能工程承包;除尘、脱硫、脱硝、输送设备的设计、制造、安装、调试;低压成套开关设备的生产及销售。【依法须经批准的项目,经相关部门批准后方可开展经营活动】"
"003028","振邦智能","","私营企业","","中小板","","","","","82200000","一般经营项目是:电子产品、各类电子智能控制器、汽车电子产品、医疗电子产品、电机及其智能控制器、变频器、LED照明、开关电源、高压电源、电子自动化设备的研发及销售(不含限制项目);动力电池产品、各类家电、电力设备、软件的技术开发、技术服务与销售(不含限制项目);电子产品的信息咨询(不含限制项目);国内贸易(不含专营、专卖、专控商品);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);兴办实业(具体项目另行申报)。(以上项目法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营),许可经营项目是:电子产品、各类电子智能控制器、汽车电子产品、医疗电子产品、电机及其智能控制器、变频器、LED照明、开关电源、高压电源、电子自动化设备的生产。"
"003029","吉大正元","","国营或国有控股","","中小板","","","","","135300000","电子计算机及计算机网络的技术开发技术服务,经销电子计算机及配件、文化办公机械、机房装修(经营范围中未取得专项审批许可的项目除外);自营和代理各类商品及技术的进出口业务(国家规定的专营进出口商品和国家禁止进出口等特殊商品除外);技术咨询,计算机系统集成,建筑智能化工程、综合布线工程,信息安全工程,安防监控工程(以上各项凭资质证书经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"003816","中国广核","2014-12-10","国营或国有控股","","中小板","电力、热力生产和供应业","D44","工业","0005","50498611100","以核能为主的电力生产、热力生产和供应,相关专业技术服务,核废物处置,组织实施核电站工程项目的建设及管理;组织核电站运行、维修及相关业务;组织开发核电站的设计及科研工作;从事相关投资及进出口业务。"
"200002","万科B","1991-01-29","国营或国有控股","2014-06-19","主板","房地产业","K70","房地产","0003","10995210218","兴办实业(具体项目另行申报);国内商业;物资供销业(不含专营、专控、专卖商品);进出口业务(按深经发审证字第113号外贸企业审定证书规定办理);房地产开发。控股子公司主营业务包括房地产开发、物业管理、投资咨询等。"
"200003","PT 金田B","1991-07-03","国营或国有控股","2002-06-14","主板","综合","S90","综合","0004","333433584","房地产，纺织工业，进出口贸易，高新技术开发等。"
"200011","深物业B","1992-03-30","国营或国有控股","","主板","房地产业","K70","房地产","0003","595979092","房地产开发及经营、物业管理、物业租赁、建筑设计、施工监理、汽车客运、商业、餐饮旅游。"
"200012","南玻B","1992-02-28","国营或国有控股","","主板","非金属矿物制品业","C30","工业","0005","2075335560","进行平板玻璃、工程玻璃等节能建筑材料，硅材料、光伏组件等可再生能源产品及精细玻璃、结构陶瓷等新型材料和高科技产品的生产、制造和销售（涉及生产许可证、环保批文的项目由各子公司另行申报），为各子公司提供经营决策、管理咨询、市场信息、技术支持与岗位培训等方面的相关协调和服务。"
"200013","*ST 石化B","1992-05-06","国营或国有控股","2004-09-20","主板","批发业","F51","商业","0006","303354979","化工新材料、精细化工、生物工程、化纤、塑料加工及相关产品的开发、销售；高新科技产品的开发；投资兴办实业自营和代理第二第三类商品出口及省内进口业务；进出口商品的内销。"
"200015","PT 中浩B","1992-06-25","私营企业","2001-10-25","主板","综合","S90","综合","0004","157213420","房地产开发、食品饮料、电子产品、化妆品、餐饮业等。"
"200016","深康佳B","1992-03-27","国营或国有控股","","主板","计算机、通信和其他电子设备制造业","C39","工业","0005","1203972704","研究开发、生产经营电视机、冰箱、洗衣机、日用小家电等家用电器产品，家庭视听设备，IPTV机顶盒，数字电视接收器（含卫星电视广播地面接收设备），数码产品，移动通信设备及终端产品，日用电子产品，汽车电子产品，卫星导航系统，智能交通系统，防火防盗报警系统，办公设备，电子计算机，显示器，大屏幕显示设备的制造和应用服务，LED（OLED）背光源、照明、发光器件制造及封装，生产经营电子元件、器件，模具，塑胶制品，各类包装材料，并从事相关产品的技术咨询和服务（上述经营范围中的生产项目，除移动电话外，其余均在异地生产）。从事以上所述产品（含零配件）的批发、零售、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请），销售自行开发的技术成果，提供电子产品的维修、培训、咨询等售后配套服务，普通货物运输，国内货运代理，仓储服务，企业管理咨询服务，自有物业租赁和物业管理业务，废旧电器电子产品回收（不含拆解）（由分支机构经营），以承接服务外包方式从事系统应用管理和维护、信息技术支持管理、银行后台服务、财务结算、人力资源服务、软件开发、呼叫中心、数据处理等信息技术和业务流程外包服务。"
"200017","*ST 中华B","1992-03-31","中外合资","","主板","铁路、船舶、航空航天和其它运输设备制造业","C37","工业","0005","551347947","中华公司主营业务为自行车及零配件的生产和销售。"
"200018","神城B退","1992-06-16","私营企业","2020-01-07","主板","建筑装饰和其他建筑业","E50","综合","0004","169142356","生产经营纺织工业品及所需要的原材料、辅料、机械设备、各种面料服装，并提供相关服务（不含现行许可证管理产品，有许可证按许可证执行）产品70%外销。"
